number_of_rows,ip,incoming_num,outgoing_num,user_type
722,42.219.149.107,721,0,2
722,42.219.148.147,721,0,2
722,42.219.146.201,721,0,2
722,42.219.145.106,721,0,2
721,42.219.159.206,678,41,0
721,42.219.159.141,639,76,0
721,42.219.153.85,687,32,0
721,42.219.153.124,648,48,0
721,42.219.149.57,720,0,2
721,42.219.147.234,720,0,2
721,42.219.147.210,720,0,2
721,42.219.147.156,720,0,2
721,42.219.144.184,720,0,2
720,42.219.155.182,602,116,0
720,42.219.148.140,719,0,2
720,42.219.146.189,719,0,2
720,42.219.145.95,719,0,2
720,42.219.145.105,719,0,2
719,42.219.157.4,698,19,0
719,42.219.155.37,718,0,2
719,42.219.148.244,718,0,2
719,42.219.148.166,718,0,2
719,42.219.144.154,718,0,2
718,42.219.152.196,717,0,2
718,42.219.148.157,717,0,2
718,42.219.147.173,717,0,2
718,42.219.145.26,717,0,2
718,42.219.144.144,717,0,2
717,42.219.154.34,716,0,2
717,42.219.153.200,639,76,0
717,42.219.151.51,716,0,2
717,42.219.149.27,716,0,2
717,42.219.148.213,716,0,2
716,42.219.154.112,715,0,2
716,42.219.149.115,715,0,2
716,42.219.144.253,715,0,2
715,42.219.157.39,714,0,2
715,42.219.153.93,651,62,0
715,42.219.153.102,638,75,0
715,42.219.149.68,714,0,2
715,42.219.148.197,714,0,2
715,42.219.148.167,714,0,2
715,42.219.146.221,714,0,2
715,42.219.146.133,714,0,2
714,42.219.156.175,713,0,2
714,42.219.149.33,713,0,2
714,42.219.148.255,713,0,2
714,42.219.148.221,713,0,2
714,42.219.146.129,713,0,2
713,42.219.149.124,712,0,2
713,42.219.148.155,712,0,2
713,42.219.147.221,712,0,2
713,42.219.146.165,712,0,2
713,42.219.146.135,712,0,2
713,42.219.144.223,712,0,2
712,42.219.157.14,660,50,0
712,42.219.157.102,711,0,2
712,42.219.155.120,711,0,2
712,42.219.155.108,711,0,2
712,42.219.154.62,704,6,0
712,42.219.153.160,624,86,0
712,42.219.148.216,711,0,2
712,42.219.147.204,711,0,2
712,42.219.147.150,711,0,2
712,42.219.147.129,711,0,2
712,42.219.144.251,711,0,2
711,42.219.149.84,710,0,2
711,42.219.148.171,710,0,2
711,42.219.147.207,710,0,2
711,42.219.147.182,710,0,2
710,42.219.154.8,709,0,2
710,42.219.152.146,667,41,0
710,42.219.149.90,709,0,2
710,42.219.149.36,709,0,2
710,42.219.148.234,709,0,2
710,42.219.148.144,709,0,2
710,42.219.147.242,709,0,2
710,42.219.147.219,709,0,2
710,42.219.146.145,709,0,2
710,42.219.146.141,709,0,2
709,42.219.153.46,670,37,0
709,42.219.149.56,708,0,2
709,42.219.148.254,708,0,2
709,42.219.148.241,708,0,2
709,42.219.148.143,708,0,2
709,42.219.147.168,708,0,2
709,42.219.146.148,708,0,2
708,42.219.152.244,707,0,2
708,42.219.151.228,707,0,2
708,42.219.149.119,707,0,2
708,42.219.148.177,707,0,2
708,42.219.147.250,707,0,2
708,42.219.147.134,707,0,2
707,42.219.155.2,687,18,0
707,42.219.151.171,706,0,2
707,42.219.149.63,706,0,2
707,42.219.149.47,706,0,2
707,42.219.148.148,706,0,2
707,42.219.147.164,706,0,2
707,42.219.146.228,706,0,2
706,42.219.159.166,636,67,0
706,42.219.156.218,705,0,2
706,42.219.156.216,705,0,2
706,42.219.155.118,705,0,2
706,42.219.152.243,705,0,2
706,42.219.150.149,705,0,2
706,42.219.149.106,705,0,2
706,42.219.148.219,705,0,2
706,42.219.148.173,705,0,2
706,42.219.147.209,705,0,2
706,42.219.144.188,705,0,2
706,42.219.144.136,705,0,2
705,42.219.157.77,704,0,2
705,42.219.156.157,704,0,2
705,42.219.149.112,704,0,2
705,42.219.149.1,704,0,2
705,42.219.147.197,704,0,2
705,42.219.146.151,704,0,2
704,42.219.159.222,703,0,2
704,42.219.155.43,703,0,2
704,42.219.151.225,703,0,2
704,42.219.151.200,703,0,2
704,42.219.148.181,703,0,2
704,42.219.147.248,703,0,2
704,42.219.147.203,703,0,2
704,42.219.146.241,703,0,2
704,42.219.146.142,703,0,2
704,42.219.144.228,703,0,2
703,42.219.154.54,687,14,0
703,42.219.151.145,702,0,2
703,42.219.151.141,702,0,2
703,42.219.150.179,702,0,2
703,42.219.149.7,702,0,2
703,42.219.148.246,702,0,2
703,42.219.146.147,702,0,2
703,42.219.144.204,701,0,2
702,42.219.157.32,701,0,2
702,42.219.151.207,701,0,2
702,42.219.149.19,701,0,2
702,42.219.148.252,701,0,2
702,42.219.148.212,701,0,2
702,42.219.148.156,700,0,2
702,42.219.148.152,701,0,2
702,42.219.147.239,701,0,2
702,42.219.147.236,701,0,2
701,42.219.149.60,700,0,2
701,42.219.148.209,700,0,2
701,42.219.147.244,700,0,2
700,42.219.149.31,699,0,2
700,42.219.148.5,699,0,2
700,42.219.148.226,699,0,2
700,42.219.148.196,699,0,2
700,42.219.147.142,699,0,2
700,42.219.146.219,699,0,2
700,42.219.144.220,699,0,2
699,42.219.152.228,698,0,2
699,42.219.152.153,698,0,2
699,42.219.149.122,698,0,2
699,42.219.149.110,698,0,2
699,42.219.148.198,698,0,2
699,42.219.147.212,698,0,2
699,42.219.147.190,698,0,2
699,42.219.144.205,698,0,2
698,42.219.152.235,697,0,2
698,42.219.150.202,697,0,2
698,42.219.150.137,697,0,2
698,42.219.149.4,697,0,2
698,42.219.149.32,697,0,2
698,42.219.148.243,697,0,2
698,42.219.148.239,697,0,2
698,42.219.148.229,697,0,2
698,42.219.148.193,697,0,2
698,42.219.146.214,697,0,2
697,42.219.150.244,696,0,2
697,42.219.149.50,696,0,2
697,42.219.149.18,696,0,2
697,42.219.147.158,696,0,2
697,42.219.146.146,696,0,2
697,42.219.144.212,696,0,2
696,42.219.155.127,695,0,2
696,42.219.154.91,695,0,2
696,42.219.154.71,695,0,2
696,42.219.153.90,660,34,0
696,42.219.149.127,695,0,2
696,42.219.148.163,695,0,2
696,42.219.147.137,695,0,2
696,42.219.146.204,695,0,2
696,42.219.146.172,695,0,2
696,42.219.145.55,695,0,2
696,42.219.144.210,695,0,2
695,42.219.154.43,694,0,2
695,42.219.147.227,694,0,2
695,42.219.147.154,694,0,2
695,42.219.146.198,694,0,2
694,42.219.157.53,693,0,2
694,42.219.156.169,693,0,2
694,42.219.152.176,693,0,2
694,42.219.150.216,693,0,2
694,42.219.150.201,693,0,2
694,42.219.149.24,693,0,2
694,42.219.149.187,693,0,2
694,42.219.146.206,693,0,2
694,42.219.145.103,693,0,2
693,42.219.159.148,692,0,2
693,42.219.158.187,631,61,0
693,42.219.155.61,692,0,2
693,42.219.152.158,692,0,2
693,42.219.149.17,692,0,2
693,42.219.147.199,692,0,2
693,42.219.147.157,692,0,2
693,42.219.146.237,692,0,2
693,42.219.144.164,692,0,2
692,42.219.151.183,691,0,2
692,42.219.149.85,691,0,2
692,42.219.149.109,691,0,2
692,42.219.148.168,691,0,2
692,42.219.148.137,691,0,2
692,42.219.147.213,690,0,2
692,42.219.145.46,691,0,2
692,42.219.145.4,691,0,2
692,42.219.144.234,691,0,2
691,42.219.157.90,690,0,2
691,42.219.157.18,690,0,2
691,42.219.152.156,690,0,2
691,42.219.149.108,690,0,2
691,42.219.148.182,690,0,2
691,42.219.148.174,690,0,2
691,42.219.146.157,690,0,2
690,42.219.157.65,689,0,2
690,42.219.157.215,668,20,0
690,42.219.151.243,689,0,2
690,42.219.150.148,689,0,2
690,42.219.148.250,689,0,2
690,42.219.146.240,689,0,2
690,42.219.145.29,689,0,2
690,42.219.144.198,689,0,2
689,42.219.158.181,618,69,0
689,42.219.157.104,688,0,2
689,42.219.154.37,688,0,2
689,42.219.154.12,688,0,2
689,42.219.153.207,601,86,0
689,42.219.151.156,688,0,2
689,42.219.150.204,688,0,2
689,42.219.148.154,688,0,2
689,42.219.147.222,688,0,2
689,42.219.147.185,688,0,2
689,42.219.147.147,688,0,2
689,42.219.146.202,688,0,2
688,42.219.159.153,687,0,2
688,42.219.154.40,687,0,2
688,42.219.152.142,687,0,2
688,42.219.151.229,687,0,2
688,42.219.149.40,687,0,2
688,42.219.148.186,687,0,2
688,42.219.148.133,687,0,2
688,42.219.147.177,687,0,2
688,42.219.146.181,687,0,2
688,42.219.144.233,687,0,2
687,42.219.151.244,686,0,2
687,42.219.151.179,686,0,2
687,42.219.151.178,686,0,2
687,42.219.151.160,686,0,2
687,42.219.151.151,686,0,2
687,42.219.151.143,686,0,2
687,42.219.150.254,661,25,0
687,42.219.149.54,686,0,2
687,42.219.149.15,686,0,2
687,42.219.148.222,686,0,2
687,42.219.148.185,686,0,2
687,42.219.148.128,686,0,2
687,42.219.147.255,686,0,2
687,42.219.147.148,686,0,2
687,42.219.146.227,686,0,2
687,42.219.145.31,686,0,2
686,42.219.154.39,685,0,2
686,42.219.153.96,673,11,0
686,42.219.152.252,685,0,2
686,42.219.149.52,685,0,2
686,42.219.149.114,685,0,2
686,42.219.149.0,685,0,2
686,42.219.148.149,685,0,2
686,42.219.146.175,685,0,2
686,42.219.144.227,685,0,2
686,42.219.144.168,685,0,2
685,42.219.157.63,684,0,2
685,42.219.154.61,684,0,2
685,42.219.154.10,684,0,2
685,42.219.153.137,595,88,0
685,42.219.149.66,684,0,2
685,42.219.148.162,684,0,2
685,42.219.147.144,684,0,2
685,42.219.146.250,684,0,2
685,42.219.146.199,684,0,2
685,42.219.146.162,684,0,2
684,42.219.149.58,683,0,2
684,42.219.148.210,683,0,2
684,42.219.148.145,683,0,2
684,42.219.147.191,683,0,2
684,42.219.147.155,683,0,2
684,42.219.146.244,683,0,2
684,42.219.146.229,683,0,2
684,42.219.146.186,683,0,2
684,42.219.144.172,683,0,2
683,42.219.158.252,682,0,2
683,42.219.156.160,682,0,2
683,42.219.154.52,681,1,0
683,42.219.154.17,682,0,2
683,42.219.152.121,609,72,0
683,42.219.150.186,682,0,2
683,42.219.150.169,682,0,2
683,42.219.149.74,682,0,2
683,42.219.147.229,682,0,2
683,42.219.147.226,682,0,2
683,42.219.147.202,682,0,2
683,42.219.147.186,682,0,2
683,42.219.146.234,682,0,2
683,42.219.144.182,682,0,2
682,42.219.158.200,633,47,0
682,42.219.157.127,681,0,2
682,42.219.155.41,681,0,2
682,42.219.151.139,681,0,2
682,42.219.149.96,681,0,2
682,42.219.149.76,681,0,2
682,42.219.146.208,681,0,2
682,42.219.144.180,681,0,2
682,42.219.144.149,681,0,2
681,42.219.159.56,680,0,2
681,42.219.150.247,680,0,2
681,42.219.146.192,680,0,2
680,42.219.154.174,679,0,2
680,42.219.152.199,679,0,2
680,42.219.152.183,679,0,2
680,42.219.150.134,679,0,2
680,42.219.149.87,679,0,2
680,42.219.148.195,679,0,2
680,42.219.148.165,679,0,2
680,42.219.146.200,679,0,2
680,42.219.145.80,679,0,2
680,42.219.145.30,679,0,2
680,42.219.144.232,679,0,2
679,42.219.155.84,678,0,2
679,42.219.155.7,678,0,2
679,42.219.154.90,678,0,2
679,42.219.152.161,678,0,2
679,42.219.150.132,678,0,2
679,42.219.149.35,678,0,2
679,42.219.148.230,678,0,2
679,42.219.148.202,678,0,2
679,42.219.148.158,678,0,2
679,42.219.146.247,678,0,2
679,42.219.146.210,678,0,2
679,42.219.144.147,678,0,2
678,42.219.155.44,677,0,2
678,42.219.151.241,677,0,2
678,42.219.149.13,677,0,2
678,42.219.147.194,677,0,2
677,42.219.159.225,676,0,2
677,42.219.153.98,601,74,0
677,42.219.152.187,676,0,2
677,42.219.149.20,676,0,2
677,42.219.148.199,676,0,2
677,42.219.146.249,676,0,2
677,42.219.146.212,676,0,2
677,42.219.145.28,676,0,2
677,42.219.144.13,676,0,2
676,42.219.153.107,612,62,0
676,42.219.150.190,675,0,2
676,42.219.148.251,675,0,2
676,42.219.148.153,675,0,2
676,42.219.144.225,675,0,2
676,42.219.144.129,675,0,2
675,42.219.157.20,674,0,2
675,42.219.155.46,674,0,2
675,42.219.154.77,674,0,2
675,42.219.150.145,674,0,2
675,42.219.148.192,674,0,2
675,42.219.148.169,674,0,2
675,42.219.148.132,674,0,2
675,42.219.147.172,674,0,2
675,42.219.147.165,674,0,2
675,42.219.144.36,674,0,2
674,42.219.155.63,673,0,2
674,42.219.153.173,599,73,0
674,42.219.152.247,647,25,0
674,42.219.152.208,673,0,2
674,42.219.152.195,673,0,2
674,42.219.152.170,673,0,2
674,42.219.151.172,673,0,2
674,42.219.150.246,673,0,2
674,42.219.149.83,673,0,2
674,42.219.148.227,673,0,2
674,42.219.146.156,673,0,2
674,42.219.145.126,673,0,2
674,42.219.145.123,673,0,2
674,42.219.145.107,673,0,2
674,42.219.144.141,673,0,2
673,42.219.156.221,672,0,2
673,42.219.156.204,672,0,2
673,42.219.152.225,672,0,2
673,42.219.151.161,672,0,2
673,42.219.150.158,672,0,2
673,42.219.149.8,672,0,2
673,42.219.148.214,672,0,2
673,42.219.144.197,672,0,2
673,42.219.144.179,672,0,2
672,42.219.153.20,671,0,2
672,42.219.149.117,671,0,2
672,42.219.148.235,671,0,2
672,42.219.147.196,671,0,2
672,42.219.147.181,671,0,2
672,42.219.146.171,671,0,2
672,42.219.146.155,671,0,2
671,42.219.159.241,637,33,0
671,42.219.157.0,645,24,0
671,42.219.151.166,670,0,2
671,42.219.150.146,670,0,2
671,42.219.149.111,670,0,2
671,42.219.148.217,670,0,2
671,42.219.147.201,670,0,2
671,42.219.146.170,670,0,2
670,42.219.156.182,669,0,2
670,42.219.156.179,669,0,2
670,42.219.155.112,669,0,2
670,42.219.152.136,669,0,2
670,42.219.149.121,669,0,2
670,42.219.148.151,669,0,2
670,42.219.148.141,669,0,2
670,42.219.147.167,669,0,2
670,42.219.146.213,669,0,2
670,42.219.146.197,669,0,2
670,42.219.145.116,669,0,2
670,42.219.144.249,669,0,2
669,42.219.156.148,668,0,2
669,42.219.150.251,668,0,2
669,42.219.150.224,668,0,2
669,42.219.150.221,668,0,2
669,42.219.150.192,668,0,2
669,42.219.149.98,668,0,2
669,42.219.149.65,668,0,2
669,42.219.148.206,668,0,2
669,42.219.147.66,668,0,2
669,42.219.147.220,668,0,2
669,42.219.145.91,668,0,2
668,42.219.158.133,667,0,2
668,42.219.157.121,667,0,2
668,42.219.155.49,667,0,2
668,42.219.153.223,592,74,0
668,42.219.150.180,667,0,2
668,42.219.149.28,667,0,2
668,42.219.147.193,667,0,2
668,42.219.147.183,667,0,2
668,42.219.147.176,667,0,2
668,42.219.147.106,667,0,2
668,42.219.146.217,667,0,2
668,42.219.146.211,667,0,2
668,42.219.146.207,667,0,2
668,42.219.146.128,667,0,2
667,42.219.158.210,579,86,0
667,42.219.157.97,666,0,2
667,42.219.157.108,666,0,2
667,42.219.152.181,666,0,2
667,42.219.152.157,666,0,2
667,42.219.151.203,666,0,2
667,42.219.150.196,666,0,2
667,42.219.148.232,666,0,2
667,42.219.145.66,666,0,2
667,42.219.144.237,666,0,2
666,42.219.153.205,590,74,0
666,42.219.152.237,665,0,2
666,42.219.152.150,665,0,2
666,42.219.152.145,645,20,0
666,42.219.150.217,665,0,2
666,42.219.150.151,665,0,2
666,42.219.149.89,665,0,2
666,42.219.147.111,665,0,2
666,42.219.146.209,665,0,2
666,42.219.144.207,665,0,2
665,42.219.159.175,664,0,2
665,42.219.157.66,664,0,2
665,42.219.155.45,664,0,2
665,42.219.154.46,664,0,2
665,42.219.153.29,664,0,2
665,42.219.151.216,664,0,2
665,42.219.150.227,664,0,2
665,42.219.150.208,664,0,2
665,42.219.149.43,664,0,2
665,42.219.147.245,664,0,2
665,42.219.146.215,664,0,2
665,42.219.145.233,664,0,2
665,42.219.145.108,664,0,2
665,42.219.144.241,664,0,2
665,42.219.144.226,664,0,2
664,42.219.158.149,663,0,2
664,42.219.157.99,663,0,2
664,42.219.155.60,643,19,0
664,42.219.152.220,663,0,2
664,42.219.152.217,663,0,2
664,42.219.152.198,663,0,2
664,42.219.152.131,663,0,2
664,42.219.151.150,663,0,2
664,42.219.149.88,663,0,2
664,42.219.147.237,663,0,2
664,42.219.147.233,663,0,2
664,42.219.146.176,663,0,2
664,42.219.145.8,663,0,2
664,42.219.144.254,663,0,2
664,42.219.144.240,663,0,2
663,42.219.155.126,662,0,2
663,42.219.154.32,662,0,2
663,42.219.153.211,587,74,0
663,42.219.152.189,662,0,2
663,42.219.152.143,662,0,2
663,42.219.150.231,662,0,2
663,42.219.150.222,662,0,2
663,42.219.150.101,662,0,2
663,42.219.149.81,662,0,2
663,42.219.147.218,662,0,2
663,42.219.147.216,662,0,2
663,42.219.147.180,662,0,2
663,42.219.146.32,662,0,2
663,42.219.146.235,662,0,2
663,42.219.146.174,662,0,2
663,42.219.146.167,662,0,2
663,42.219.146.140,662,0,2
663,42.219.146.0,662,0,2
663,42.219.144.140,662,0,2
662,42.219.157.82,661,0,2
662,42.219.157.48,661,0,2
662,42.219.154.82,661,0,2
662,42.219.151.230,661,0,2
662,42.219.151.208,661,0,2
662,42.219.150.27,661,0,2
662,42.219.150.152,661,0,2
662,42.219.148.142,661,0,2
662,42.219.147.198,661,0,2
662,42.219.147.138,661,0,2
662,42.219.145.93,661,0,2
662,42.219.145.36,661,0,2
661,42.219.159.178,660,0,2
661,42.219.157.88,660,0,2
661,42.219.157.115,660,0,2
661,42.219.156.133,660,0,2
661,42.219.154.59,660,0,2
661,42.219.152.171,660,0,2
661,42.219.150.223,660,0,2
661,42.219.148.188,660,0,2
661,42.219.147.243,660,0,2
661,42.219.146.220,660,0,2
661,42.219.146.195,660,0,2
661,42.219.145.38,660,0,2
660,42.219.159.165,592,67,0
660,42.219.159.162,659,0,2
660,42.219.158.237,659,0,2
660,42.219.156.152,659,0,2
660,42.219.155.50,659,0,2
660,42.219.154.89,659,0,2
660,42.219.151.184,659,0,2
660,42.219.150.249,659,0,2
660,42.219.149.38,659,0,2
660,42.219.149.37,659,0,2
660,42.219.148.242,659,0,2
660,42.219.147.251,659,0,2
660,42.219.146.139,659,0,2
660,42.219.144.156,659,0,2
659,42.219.159.208,653,4,0
659,42.219.156.242,658,0,2
659,42.219.156.156,658,0,2
659,42.219.154.21,658,0,2
659,42.219.152.162,658,0,2
659,42.219.151.195,658,0,2
659,42.219.151.155,658,0,2
659,42.219.151.153,658,0,2
659,42.219.150.193,658,0,2
659,42.219.150.189,658,0,2
659,42.219.150.138,658,0,2
659,42.219.149.30,658,0,2
659,42.219.149.178,658,0,2
659,42.219.149.118,658,0,2
659,42.219.147.254,658,0,2
659,42.219.147.170,658,0,2
659,42.219.146.185,658,0,2
659,42.219.145.41,658,0,2
658,42.219.157.96,657,0,2
658,42.219.154.95,657,0,2
658,42.219.153.230,595,61,0
658,42.219.152.219,657,0,2
658,42.219.152.180,657,0,2
658,42.219.151.239,657,0,2
658,42.219.151.157,657,0,2
658,42.219.151.130,657,0,2
658,42.219.149.91,657,0,2
658,42.219.147.179,657,0,2
658,42.219.146.243,657,0,2
658,42.219.144.238,657,0,2
658,42.219.144.192,657,0,2
658,42.219.144.174,657,0,2
658,42.219.144.142,657,0,2
657,42.219.159.242,601,54,0
657,42.219.158.184,656,0,2
657,42.219.157.106,656,0,2
657,42.219.155.9,656,0,2
657,42.219.155.33,656,0,2
657,42.219.154.92,656,0,2
657,42.219.154.3,656,0,2
657,42.219.153.56,656,0,2
657,42.219.152.167,656,0,2
657,42.219.151.185,656,0,2
657,42.219.150.205,656,0,2
657,42.219.145.24,656,0,2
657,42.219.144.214,656,0,2
657,42.219.144.177,656,0,2
656,42.219.157.91,655,0,2
656,42.219.157.33,655,0,2
656,42.219.157.124,655,0,2
656,42.219.157.105,655,0,2
656,42.219.155.167,597,57,0
656,42.219.154.68,655,0,2
656,42.219.154.6,655,0,2
656,42.219.154.28,655,0,2
656,42.219.152.173,655,0,2
656,42.219.152.138,655,0,2
656,42.219.151.213,655,0,2
656,42.219.151.174,655,0,2
656,42.219.151.133,601,54,0
656,42.219.150.248,655,0,2
656,42.219.150.183,655,0,2
656,42.219.150.159,655,0,2
656,42.219.150.155,655,0,2
656,42.219.150.142,655,0,2
656,42.219.150.136,655,0,2
656,42.219.149.48,655,0,2
656,42.219.149.45,655,0,2
656,42.219.149.126,655,0,2
656,42.219.147.89,655,0,2
656,42.219.147.211,655,0,2
656,42.219.147.166,655,0,2
656,42.219.147.160,655,0,2
656,42.219.147.152,655,0,2
656,42.219.147.124,655,0,2
656,42.219.146.163,655,0,2
656,42.219.146.149,655,0,2
656,42.219.145.97,655,0,2
656,42.219.145.92,655,0,2
656,42.219.145.21,655,0,2
656,42.219.144.222,655,0,2
656,42.219.144.176,655,0,2
655,42.219.157.16,654,0,2
655,42.219.156.200,654,0,2
655,42.219.156.142,654,0,2
655,42.219.154.69,654,0,2
655,42.219.152.185,654,0,2
655,42.219.152.175,654,0,2
655,42.219.152.132,654,0,2
655,42.219.151.152,654,0,2
655,42.219.146.233,654,0,2
655,42.219.146.223,654,0,2
655,42.219.145.76,654,0,2
655,42.219.145.59,654,0,2
655,42.219.145.121,654,0,2
655,42.219.145.112,654,0,2
655,42.219.145.0,654,0,2
654,42.219.157.30,598,54,0
654,42.219.157.208,653,0,2
654,42.219.157.125,653,0,2
654,42.219.156.255,653,0,2
654,42.219.156.201,653,0,2
654,42.219.156.172,653,0,2
654,42.219.156.129,653,0,2
654,42.219.155.99,653,0,2
654,42.219.154.25,653,0,2
654,42.219.153.84,615,37,0
654,42.219.153.13,590,62,0
654,42.219.153.104,642,10,0
654,42.219.152.230,653,0,2
654,42.219.151.198,653,0,2
654,42.219.150.188,653,0,2
654,42.219.148.81,653,0,2
654,42.219.148.218,653,0,2
654,42.219.148.211,653,0,2
654,42.219.148.187,653,0,2
654,42.219.146.203,653,0,2
654,42.219.145.49,653,0,2
654,42.219.145.39,653,0,2
654,42.219.145.109,653,0,2
654,42.219.144.242,653,0,2
653,42.219.156.140,652,0,2
653,42.219.155.96,652,0,2
653,42.219.154.93,652,0,2
653,42.219.154.80,652,0,2
653,42.219.154.76,652,0,2
653,42.219.152.42,652,0,2
653,42.219.151.137,652,0,2
653,42.219.150.178,652,0,2
653,42.219.148.224,652,0,2
653,42.219.148.204,652,0,2
653,42.219.147.241,652,0,2
653,42.219.147.224,652,0,2
653,42.219.147.214,652,0,2
653,42.219.147.146,652,0,2
653,42.219.147.145,652,0,2
653,42.219.147.128,652,0,2
653,42.219.146.49,652,0,2
653,42.219.146.193,652,0,2
653,42.219.146.177,652,0,2
653,42.219.145.44,652,0,2
653,42.219.145.13,652,0,2
653,42.219.144.255,652,0,2
652,42.219.159.112,651,0,2
652,42.219.157.92,651,0,2
652,42.219.157.84,651,0,2
652,42.219.156.178,651,0,2
652,42.219.154.53,651,0,2
652,42.219.153.86,631,19,0
652,42.219.153.192,580,70,0
652,42.219.152.149,651,0,2
652,42.219.151.249,651,0,2
652,42.219.150.170,651,0,2
652,42.219.150.163,651,0,2
652,42.219.150.140,651,0,2
652,42.219.150.130,651,0,2
652,42.219.149.61,651,0,2
652,42.219.147.238,651,0,2
652,42.219.146.239,651,0,2
652,42.219.146.226,651,0,2
652,42.219.146.131,651,0,2
652,42.219.145.10,651,0,2
652,42.219.144.200,651,0,2
652,42.219.144.135,651,0,2
651,42.219.158.145,650,0,2
651,42.219.156.208,650,0,2
651,42.219.155.34,650,0,2
651,42.219.154.29,650,0,2
651,42.219.153.237,582,67,0
651,42.219.152.140,650,0,2
651,42.219.151.218,650,0,2
651,42.219.151.192,650,0,2
651,42.219.150.215,650,0,2
651,42.219.147.230,650,0,2
651,42.219.146.144,650,0,2
651,42.219.146.132,650,0,2
651,42.219.145.83,650,0,2
651,42.219.144.201,650,0,2
650,42.219.154.94,649,0,2
650,42.219.152.233,621,27,0
650,42.219.151.238,649,0,2
650,42.219.150.241,649,0,2
650,42.219.150.240,649,0,2
650,42.219.149.94,649,0,2
650,42.219.149.34,649,0,2
650,42.219.148.46,649,0,2
650,42.219.147.247,649,0,2
650,42.219.147.120,649,0,2
650,42.219.146.34,649,0,2
650,42.219.146.216,649,0,2
650,42.219.145.1,649,0,2
650,42.219.144.239,649,0,2
650,42.219.144.196,649,0,2
649,42.219.157.80,648,0,2
649,42.219.157.123,648,0,2
649,42.219.154.4,648,0,2
649,42.219.153.77,622,25,0
649,42.219.153.66,597,50,0
649,42.219.153.129,582,65,0
649,42.219.151.221,648,0,2
649,42.219.150.194,648,0,2
649,42.219.150.191,648,0,2
649,42.219.150.171,648,0,2
649,42.219.149.99,648,0,2
649,42.219.148.130,648,0,2
649,42.219.148.129,648,0,2
649,42.219.147.195,648,0,2
649,42.219.146.179,648,0,2
649,42.219.144.211,648,0,2
648,42.219.159.143,647,0,2
648,42.219.155.121,647,0,2
648,42.219.154.26,647,0,2
648,42.219.154.14,647,0,2
648,42.219.153.52,606,40,0
648,42.219.152.253,647,0,2
648,42.219.151.205,647,0,2
648,42.219.150.238,647,0,2
648,42.219.150.235,647,0,2
648,42.219.150.234,647,0,2
648,42.219.150.154,647,0,2
648,42.219.149.42,647,0,2
648,42.219.145.85,647,0,2
648,42.219.144.146,647,0,2
647,42.219.157.74,646,0,2
647,42.219.156.146,646,0,2
647,42.219.156.134,646,0,2
647,42.219.154.70,646,0,2
647,42.219.154.33,646,0,2
647,42.219.153.206,583,62,0
647,42.219.151.220,646,0,2
647,42.219.151.163,646,0,2
647,42.219.150.129,646,0,2
647,42.219.149.26,646,0,2
647,42.219.148.220,646,0,2
647,42.219.147.163,646,0,2
647,42.219.146.251,646,0,2
647,42.219.145.84,646,0,2
647,42.219.145.72,646,0,2
647,42.219.145.128,646,0,2
647,42.219.145.104,646,0,2
647,42.219.144.189,646,0,2
647,42.219.144.186,646,0,2
646,42.219.153.95,600,44,0
646,42.219.153.235,577,67,0
646,42.219.152.129,645,0,2
646,42.219.151.226,645,0,2
646,42.219.151.169,645,0,2
646,42.219.149.77,645,0,2
646,42.219.149.217,645,0,2
646,42.219.149.12,645,0,2
646,42.219.148.208,645,0,2
646,42.219.147.252,645,0,2
646,42.219.147.189,645,0,2
646,42.219.147.102,645,0,2
646,42.219.146.180,645,0,2
646,42.219.146.164,645,0,2
646,42.219.145.20,645,0,2
646,42.219.145.115,645,0,2
646,42.219.144.213,645,0,2
646,42.219.144.171,645,0,2
646,42.219.144.158,645,0,2
646,42.219.144.152,645,0,2
645,42.219.158.254,644,0,2
645,42.219.158.215,644,0,2
645,42.219.157.41,644,0,2
645,42.219.155.40,644,0,2
645,42.219.154.58,644,0,2
645,42.219.154.35,644,0,2
645,42.219.154.120,644,0,2
645,42.219.152.191,644,0,2
645,42.219.151.224,644,0,2
645,42.219.151.175,644,0,2
645,42.219.148.203,644,0,2
645,42.219.147.81,644,0,2
645,42.219.147.249,644,0,2
645,42.219.147.135,644,0,2
645,42.219.144.195,644,0,2
644,42.219.159.205,643,0,2
644,42.219.157.69,643,0,2
644,42.219.157.119,643,0,2
644,42.219.154.49,642,1,0
644,42.219.152.130,643,0,2
644,42.219.151.212,643,0,2
644,42.219.149.233,643,0,2
644,42.219.149.172,643,0,2
644,42.219.148.215,643,0,2
644,42.219.148.12,643,0,2
644,42.219.148.119,643,0,2
644,42.219.147.192,643,0,2
644,42.219.146.255,643,0,2
644,42.219.144.130,643,0,2
643,42.219.155.47,642,0,2
643,42.219.151.242,642,0,2
643,42.219.151.211,642,0,2
643,42.219.151.188,642,0,2
643,42.219.149.3,642,0,2
643,42.219.149.25,642,0,2
643,42.219.149.246,642,0,2
643,42.219.148.238,642,0,2
643,42.219.148.2,642,0,2
643,42.219.148.183,642,0,2
643,42.219.147.217,642,0,2
643,42.219.147.171,642,0,2
643,42.219.147.103,642,0,2
643,42.219.146.57,642,0,2
643,42.219.146.232,642,0,2
643,42.219.145.139,642,0,2
643,42.219.144.248,642,0,2
643,42.219.144.235,642,0,2
